name,movie,drama
raised abroad,False,True
gdragon,True,False
alternate history,True,True
notebook,True,False
homeless,True,True
banking executives,False,True
forced labour,True,False
avenger,True,False
daughter,True,True
missing lover,False,True
middle ages,True,False
lust,True,False
eccentric man,False,True
battleship,True,False
cover-up attempt,False,True
broken promise,False,True
fraud,True,True
bar exam,True,False
love of one's life,True,False
craftsman,True,True
bears,True,False
snack bar,True,False
tiger,True,False
military enlistment,False,True
town,True,False
ritual,True,False
chisel,True,False
historical drama,True,True
royalty,True,True
mental pain,False,True
beaver,False,True
hostess,True,False
former employee,False,True
quarantine,True,False
mutant,True,False
track and field,False,True
crossdressing,True,False
gritty,False,True
dark secret,False,True
sports,True,True
parallel dimension,False,True
cerebral,False,True
sex crime,True,False
grumpy man,True,False
thriller,True,True
enemy,False,True
based on short story,True,False
lost film,True,False
gun,True,False
contract relationship,True,True
asian origins,True,False
diplomat,True,True
former gangster,False,True
personality change,False,True
prequel,False,True
inspiring,False,True
uprising,True,False
battle assignment,True,False
dating agency,False,True
workplace abuse,False,True
family clan,True,False
night vision,True,False
desert,True,False
king,True,True
monster,True,True
voyeur,True,False
music producer,False,True
workplace comedy,False,True
happy ending,False,True
music film,True,False
melodrama,True,True
post-apocalyptic future,True,True
cleaning service,True,True
drag queen,True,False
poker,True,False
actor,True,True
seemingly innocent but secretly evil,False,True
rich male lead,True,True
love-hate relationship,True,True
modeling,True,True
koreatown,True,False
draft notice,True,False
summer,True,True
power in society,False,True
fear,True,False
kid,True,False
creation,True,False
one-shot film,True,False
cruelty,True,True
internet broadcast,True,False
political party,True,False
plagiarism,True,False
swimmer,True,True
long take,False,True
college love,False,True
bisexual woman,False,True
gwangju uprising,True,True
taxes,False,True
giant snake,True,False
friends to enemies,False,True
economic crisis,True,False
advertising agency,False,True
hotel setting,False,True
political assassination,True,False
island,True,False
old town,True,False
ox,True,False
comic book writer,False,True
television journalist,True,False
classified,True,False
christmas,True,True
exordium,True,False
hammer,True,False
airplane hijacking,True,False
hero,True,True
terrorist attack,True,True
music,True,True
botanist,False,True
cold man/warm woman,False,True
obsession,True,True
failing marriage,False,True
ski jump,True,False
pansori,True,False
illicit affair,True,False
alien,True,True
matchmaking,False,True
cat,True,True
astronomy,True,False
muertos,True,False
black comedy,True,True
assassination,True,False
asylum,True,False
"venice, italy",True,False
secret agent,True,True
slight romance,False,True
entertainment agency,False,True
vietnam,True,False
ramen,False,True
nmixx,False,True
spacecraft,True,False
based on movie,False,True
divorce lawyer,False,True
falling into madness,False,True
mistress,True,True
mandala,True,False
live action anime,True,False
cafe,True,True
신비아파트,True,False
mythology,True,True
amusement park,True,False
old car,True,False
signs,True,False
science mystery,False,True
police academy,False,True
迹象,False,True
cemetery,True,False
adopted,False,True
female painter,False,True
duplicity,True,False
school club,False,True
"helsinki, finland",True,False
adapted from a web novel,False,True
mysterious figure,False,True
murder trial,True,False
torture,True,True
illegal alien,True,False
martial arts master,False,True
hypnosis,True,True
drugs,True,True
economy,True,False
badminton,True,True
tesla coil,True,False
coffin,True,True
meditation,True,False
debt collector,True,True
game,True,True
skz,True,True
law student,False,True
horror mystery,True,False
hope for future,True,False
gas station,True,False
rich kids,False,True
nobleman,True,True
hidden past,False,True
trade,False,True
nuclear,True,False
city ruin,True,False
high school,True,True
showbiz,True,True
boy group,False,True
drug manufacturing,True,False
advertising,True,True
divorced parents,True,True
crypto-currencies,True,False
romantic,False,True
cardiothoracic surgery,False,True
child abduction,True,False
cybersecurity,False,True
animal abuse,True,True
improved fuel,True,False
family history,True,False
prankster,True,False
rivalry,True,True
domestic abuse,True,True
schoolgirl,True,False
scheme,True,True
east asia,True,False
detective inspector,True,False
online gaming,False,True
double agent,True,False
honesty,False,True
hand to hand combat,True,False
deception,True,True
missing daughter,True,False
tap dancing,True,False
urination,True,False
strange noise,True,False
dpr live,True,False
eating with chopsticks,True,False
pagoda,True,False
second chances,False,True
power struggle,False,True
ballet,True,True
flower vendor,True,False
carpenter,False,True
marathon,True,True
gender,True,False
film industry,False,True
homosexual,True,False
cia,True,False
pastor,True,False
gaming,False,True
thai,True,False
reformatory,True,False
성애영화,True,False
minotaur,True,False
stolen identity,True,False
bank heist,True,False
insecure male lead,False,True
changing the past or future,True,True
witchcraft,False,True
time skip,True,True
pop-up,False,True
intention,True,False
alzheimer's disease,True,True
working mom,True,True
survival show,False,True
president,True,True
marriage contract,False,True
grieving widower,True,False
burial,True,False
political thriller,True,False
social outcast,False,True
race car driver,False,True
aunt,True,False
drug trafficking,True,False
foreign worker,True,False
action comedy,True,False
corrupt cop,True,False
studies,True,False
government assassin,True,False
caregiver,False,True
black money,True,False
internet porn,True,False
high school to working life,False,True
theater director,True,False
difficult childhood,True,False
tarot,False,True
misogyny,False,True
mother daughter relationship,True,True
australia,True,False
random,False,True
nuclear waste,True,False
ballet dancer,False,True
psychopath,True,True
genius,False,True
conscientious objector,True,False
assaulted,True,False
transmigration,False,True
lonely woman,True,False
violinist,False,True
lesbian relationship,True,True
japanese,True,False
possessed,False,True
arson,True,True
gangsters,False,True
film makers,True,False
inter-korean relations,True,True
congresswoman,True,False
sushi restaurant,True,False
victim,True,True
blade,True,False
classmate,False,True
game show,False,True
missing person,True,True
sculptor,True,False
birth secret,False,True
rekindled romance,False,True
family secrets,False,True
sterilization,True,False
smart male lead,False,True
shopping,False,True
port,True,False
pandemic,False,True
mist,True,False
double life,True,True
judge,True,True
space invasion,True,False
lover (female),False,True
ghost hunting,False,True
fukushima disaster (2011),True,False
sadistic killer,True,False
guesthouse,True,True
psychological thriller,True,True
missile,True,False
sisterhood,True,False
political corruption,True,True
"buenos aires, argentina",True,False
antihero,False,True
general surgery,False,True
tv station,False,True
love story,False,True
divorced mother,False,True
murder case,False,True
censorship,True,False
struggle for independence,True,False
motherly love,True,False
siblings,True,True
mythical creature,False,True
asperger's syndrome,False,True
heavenly fantasy,False,True
unwillingly pregnant,True,False
evil doll,True,False
hometown,True,True
factory worker,True,True
snowstorm,True,True
vengeful ghost,True,False
남자와 여자,True,True
suffering,True,False
rip-off,True,False
vlog,False,True
suspicion of murder,True,False
undercover,True,True
smart kid,True,False
second chance,False,True
surveillance camera,True,False
love at first sight,True,True
folk singer,True,False
dmz,True,True
laboratory,True,False
heartfelt,False,True
pop group,True,False
violence,True,True
runaway child,True,False
singing in a car,True,False
money laundering,False,True
coincidence,False,True
memories,True,False
mortification,True,False
senior high school students,True,False
top,False,True
ship wreck,True,False
married couple,True,True
adult-minor relationship,True,False
christmas romance,True,False
family company,False,True
thief,True,True
living in exile,True,False
vanlife,True,False
slice of life,True,True
gangster,True,True
gluttony,True,False
period piece,False,True
brother,True,True
life's dream,True,False
comics,False,True
symbolism,True,False
witty,False,True
unplanned pregnancy,False,True
late-night show,False,True
color blindness,False,True
conglomerate heir,True,True
smuggling (contraband),True,False
casanova,True,False
이별,True,False
daughter of the boss,True,False
clone,True,True
past love,False,True
blind man,False,True
catholic,True,False
bestseller,True,False
22nd century,True,False
entrance examination,False,True
android,True,True
army officer,False,True
flashback,True,True
legal drama,True,True
grim reaper,True,True
erotic fantasy,True,True
tribe,True,False
youth boy,True,False
research,False,True
company,True,False
combat,False,True
married woman,True,False
historical fiction,True,True
voodoo ritual,True,False
broken heart,False,True
media,True,False
programmer,False,True
lady's maid,True,False
psychological abuse,True,True
broadcasting,False,True
marie antoinette,True,False
cursed,False,True
mysterious killer,False,True
high school gang,False,True
home wrecker,True,False
voyeurism,True,False
desire to have children,True,False
professional,False,True
high school student,True,True
childbirth,False,True
hitman,True,False
celebrity,True,True
newspaper publisher,True,False
female prime minister,False,True
understated,False,True
foreigner male lead,False,True
ex-girlfriend,True,True
uncle nephew relationship,False,True
body exchange,True,True
body parts,True,False
sleep disorder,False,True
mother and daughter,True,False
social injustice,False,True
biography,True,True
entity,True,False
prince,True,True
cavemen,True,False
sewol,True,False
russian,True,False
silent,False,True
divination,True,False
insurance policy,True,False
river,True,False
drug lord,True,True
homophobia,True,False
boyfriend,True,False
1900s,True,False
youth,True,True
freelance writer,False,True
shape shifter,False,True
aunt nephew relationship,True,True
strike,True,False
fandom,True,True
virgin sacrifice,True,False
bankruptcy,False,True
library,False,True
delivery boy,False,True
coming-of-age,False,True
broadcast,True,False
boy band,False,True
rich man,True,True
rumor,True,False
trying to get pregnant,False,True
drinking,False,True
diving,True,False
korean live action,True,False
karate,True,False
ill mother,True,False
zen,True,False
gang leader,True,False
policewoman,False,True
concert film,True,False
stealing manuscript,False,True
dprk,True,False
wolf,True,False
animals gone wild,True,False
mind-numbing job,False,True
human rights,True,False
japanese invasion of korea,True,True
modernity,True,False
got7,False,True
internet,True,False
sadomasochism,True,False
labor rights,True,True
body-swap,True,True
walkie talkie,True,False
teenage crush,True,False
buddhist monastery,True,False
gobi desert,True,False
heureuneun gangmul cheoreom,False,True
cosmetics,False,True
shaolin monk,True,False
abstract,True,False
real estate,True,False
childhood,True,False
sibling rivalry,False,True
hospital director,False,True
olympic games,True,False
new year's eve,True,False
robbery,True,True
swordsman,False,True
vengeance,True,True
housemaid,True,True
life and death,True,True
private detective,True,True
이슬,True,False
supermarket,False,True
crime investigation,True,True
gifted child,False,True
school election,False,True
confession,True,False
ambush,True,False
break-up,True,True
santa claus,True,False
child protagonist,True,True
workers union,True,False
fashion industry,False,True
based on novel or book,True,True
fighting,True,True
arranged marriage,True,True
mogadishu,True,False
child labour,True,False
blind,True,True
social anxiety,True,False
inn,False,True
mysterious,False,True
hit-and-run,True,True
psychological manipulation,True,True
new york city,True,False
censored,True,False
webchat,True,False
grieving,True,False
1930s,True,True
sexual content,False,True
cyber bully,False,True
tutor,True,True
long distance telephone,True,False
green tea,True,False
love problems,False,True
paparazzi,False,True
gun violence,True,True
inchon,True,False
teenage love,True,False
street crime,True,False
prisoner,True,True
tourism,False,True
pseudo,False,True
instructor,True,False
perfume,True,True
spoiled rich kid,True,False
nationalism,True,False
family dispute,False,True
partner,False,True
episodic,False,True
sismance,True,True
wind,True,False
stop motion,True,False
death of mother,True,True
minority,True,False
alien invasion,True,True
prestigious family,False,True
pregnancy scare,True,False
kingpin,True,False
drop-out,False,True
"seoul, south korea",True,True
makjang,False,True
male male relationship,True,False
spring,True,True
conscripts,True,False
criminal investigation,True,True
anorexic,True,False
bartender,False,True
con man,True,True
supernatural ability,False,True
"beijing, china",True,False
witness,True,False
author,True,True
war ship,True,False
mental illness,True,True
full-time job,True,False
daydream,True,False
female infertility,False,True
hairstylist,False,True
gang,True,True
movie actress,True,False
dream perfect regime,True,False
introvert,False,True
rural,True,False
buddha statue,True,False
no dialogue,True,False
lover,True,True
opposites attract,False,True
smartphone,False,True
spiritualism,True,False
labor,True,False
soap opera,False,True
nuclear catastrophe,True,False
driver's license,True,False
multiple personality,False,True
first lady,False,True
childhood friends,True,True
miscarriage,False,True
lovers reunited,False,True
genetic disease,False,True
internship,False,True
korean dictatorship,True,False
regret,False,True
pilgrimage,True,False
drug smuggling,True,True
forgery,True,False
air raid,True,False
hotel employee,False,True
hostage-taking,True,False
street musician,False,True
disease,False,True
master villain,True,False
homeless man,True,False
forest ranger,False,True
dark,True,True
alien planet,True,True
woman lawyer,True,True
15th century,True,True
이현정,True,False
village setting,False,True
secret identity,True,True
guardian angel,False,True
frenemies,False,True
telenovela,False,True
bruceploitation,True,False
castaway,True,False
musician,True,True
map of the east,True,False
electronics,False,True
skilled killer,True,True
intern in 40s,False,True
pop star,False,True
loneliness,True,True
fashion company,False,True
driven to suicide,True,False
based on play or musical,True,False
lost memory,False,True
international couple,False,True
cheerful girl,False,True
visual arts,False,True
coastal village,True,False
chastity,True,False
world cup,True,False
school life,True,True
housemates,False,True
korean only film,True,False
first responders,False,True
dmz toilet,True,False
blogger,True,True
barbershop,True,False
sword fight,True,True
car fight,True,False
tunnel,True,False
wedding party,True,False
female conductor,False,True
secret love,True,False
destiny,False,True
childhood memory,True,False
societal ignorance,False,True
rinpoche,True,False
semiconductor,True,False
revenge plot,True,True
intelligence agent,True,False
missing girl,False,True
tears,True,False
criminal profiler,False,True
becoming an adult,True,False
boat,True,False
cancer,True,True
war orphan,True,False
underpants,True,False
food industry,False,True
college life,False,True
detective,True,True
joseon dynasty,True,True
treasure,True,True
law firm,False,True
snowball fight,True,False
troubled teen,True,False
spouse abuse,True,False
fan culture,False,True
women's issues,False,True
struggling life,False,True
young offender,True,True
mathematics,True,False
cold case,True,True
student council,False,True
high school friends,True,False
franchise,False,True
japanese occupation of china,True,False
yuan dynasty,False,True
emotional abuse,False,True
found family,False,True
lesbian affair,True,False
downfall,False,True
coming out,True,True
ronin,True,False
high school drama,False,True
psychiatrist,True,True
infection,True,False
pet adoption,True,False
one-sided love,True,False
accidental love,False,True
jules suo,True,False
colosseum,True,False
us army,True,False
get rich quick scheme,True,False
fiction,True,False
crossword,False,True
멜로,True,True
aviation,True,False
baseball player,True,True
friends,True,True
violent father,True,False
chocolate,True,True
unrequited love,True,True
traditional medicine,False,True
virgin,False,True
tyrannosaurus rex,False,True
father son relationship,True,True
hidden agenda,True,True
children home alone,True,False
camera,True,True
environmental documentary,True,False
human experiment,False,True
prince male lead,False,True
bath house,True,False
interpol,True,False
bisexual male lead,True,True
extraterrestrial,False,True
closet,True,False
school of witchcraft,True,False
pact with the devil,False,True
housekeeper,True,True
murderer,True,True
gender disguise,False,True
elite,False,True
parent child relationship,True,True
eyes on me,True,False
tsunami,True,False
"warsaw, poland",True,False
단편영화,True,False
anti social,False,True
pop culture,False,True
fake father,False,True
reverse harem,False,True
fire,True,False
paragliding,False,True
national assembly,False,True
pimp,True,False
environment,True,False
social issues,True,True
s.w.a.t.,True,False
handyman,False,True
video diary,True,False
scientist,True,True
double identity,True,True
trainee,True,False
testify,True,False
khorror,True,False
remake,True,True
gay interest,True,False
black market,True,False
female doctor,False,True
hospital setting,False,True
conspiracy,True,True
welfare worker,True,False
international adoption,True,False
alpinist,True,False
noble family,True,True
wildlife,True,False
secret mission,True,True
bereavement,True,False
unexpected pregnancy,False,True
seventeen,True,True
exchange student,True,False
social worker,False,True
mirror,True,False
father daughter reunion,True,False
father and child,True,False
uninvited guest,True,False
workplace,True,True
dagger,True,False
boys' school,True,False
interracial relationship,True,True
augmented reality,False,True
political,False,True
partnership,False,True
trenches,True,False
psychokinesis,True,False
ouija board,True,False
argentina,True,True
dead friend,True,False
court,True,True
dark fiction,True,True
park chung-hee,True,True
intimate,False,True
docudrama,True,False
art curator,False,True
entrepreneur,False,True
buddy detective duo,True,False
contract killer,True,False
covid-19,True,True
young romance,False,True
bullying,True,True
election campaign,True,True
bandits,True,False
holiday abroad,False,True
switched at birth,False,True
eldest grandson,False,True
buddhist temple,True,False
coffee,True,True
rescue mission,True,False
chasing a dream,True,True
folk horror,True,False
rice,True,False
working immigrants,True,False
dessert,False,True
love fiction,True,False
social elite,False,True
robotics,False,True
class,False,True
bus,True,True
costume,False,True
villain,False,True
아버지와아들,True,False
jail,True,False
period,False,True
abandoned baby,True,False
misunderstanding,True,True
death of girlfriend,False,True
family drama,True,True
poland,True,False
punch,True,False
employer,False,True
physical abuse,True,False
con woman,True,False
concubine,True,False
refugee,True,False
homeless child,True,False
college professor,False,True
child abandonment,True,True
ancient rome,True,False
butterfly,True,False
husband wife relationship,True,True
time paradox,True,False
researcher,True,True
clothing,True,False
height difference,False,True
crush on girl,False,True
brain surgery,True,True
commoner,False,True
legal immigrant,True,False
beauty pageant,False,True
webdrama,False,True
19th century,True,True
ambitious,False,True
student,True,True
roofie,True,False
dream sequence,True,False
brain cancer,False,True
drama,False,True
psychiatric hospital,True,True
military police,False,True
restaurant setting,False,True
food,True,True
corporate,False,True
crew,True,False
korean democracy,True,False
flood,True,False
worker,True,False
parody,True,True
web movie,True,False
mother daughter reunion,True,True
aspiring singer,False,True
compilation,True,False
sickle,True,False
board game,True,False
summer night,True,False
premonition,False,True
drive-in theater,True,False
sugar daddy,True,False
hater,False,True
duringcreditsstinger,True,False
asteroid,True,True
hidden truth,False,True
newspaper,True,False
king sejong,True,True
nonlinear timeline,False,True
darkroom,True,False
mokpo,True,False
religious cult,False,True
taekwondo,True,True
advertisement,True,True
han river,False,True
vegetarian,True,False
corset,True,False
homecoming,True,False
teenage girl,True,False
young man,True,False
alternative universe,False,True
find a job,True,False
"based on myths, legends or folklore",True,True
hard to find,True,False
"los angeles, california",True,False
cleaning,False,True
spinning-tops,False,True
offline,True,False
oedipal rage,True,False
school setting,False,True
divorced man,False,True
former prisoner,False,True
femme fatale,False,True
best friends,False,True
living alone,False,True
war,True,True
temptation,True,False
guerrilla warfare,True,False
journalist,True,True
panda,True,False
government agent,True,False
independent film,True,False
puberty,True,False
undocumented immigrant,True,False
couchsurfing,True,False
folktale,True,False
king of high school,False,True
narcissist,False,True
2020s,True,True
construction,True,False
farming,True,False
searching for parents,False,True
skit,False,True
gay theme,True,True
convenience store,True,False
music festival,True,False
fish tank,True,False
soldier,True,True
vampire fiction,False,True
nu'est,False,True
idol,True,True
webtoon,False,True
mysophobia,True,True
archaeologist,True,True
autumn,True,False
hipster,True,False
bilingual male lead,False,True
teenage life,False,True
societal hypocrisy,True,False
suppression,True,False
escapism,False,True
childhood crush,False,True
cannibal,True,False
dark comedy,True,True
silent film,True,False
contract,True,False
model student,False,True
mobster,False,True
special ability,False,True
카운트다운,True,False
royal court,True,False
leather jacket,True,False
tearjerker,True,True
anxiety,True,True
grandma-granddaughter relationship,False,True
fake identity,True,True
urban legend,True,False
kindergarten,True,False
supernatural,True,True
tradition,True,True
이유림,True,False
assistant,True,True
school teacher,True,True
baekje,True,True
japanese army,True,False
girls' boarding school,True,False
death game,False,True
bank robber,True,False
professor,True,True
loss of pet,True,False
candlelight vigil,True,False
rural life,True,True
male writer,False,True
dance competition,False,True
supernatural being,False,True
physical disability,True,False
festival,True,False
korean animation,True,True
bear,True,False
anti-communism,True,False
parents and child,True,True
hostage situation,False,True
shounen,False,True
encounter,True,False
singing,True,True
nuclear accidents,True,False
paranoia,False,True
private school,True,False
korean cuisine,True,True
elyxion,True,False
single woman,True,True
blood transfusion,True,False
kimchi,True,False
volcano,True,False
possession,True,True
marriage of convenience,False,True
body switch,True,True
web drama,True,True
labyrinth,True,False
cheerleading,True,False
true crime,True,True
marketing,False,True
dentist,True,True
police,True,True
domestic violence,True,True
poetry teacher,True,False
married male lead,True,False
1910s,True,False
doppelgänger,True,True
elemental powers,False,True
giant monster,True,True
smart,False,True
struggle,True,False
poor male lead,False,True
pageant,False,True
beauty,False,True
feminist,True,False
film censorship,True,False
insider trading,False,True
ex-prisoner,False,True
그대를 사랑합니다,True,False
haunted house,True,True
woman,False,True
fbi,True,False
rape attempt,True,False
cold eyes,True,False
basic training,True,False
tang dynasty,True,False
dam,True,False
lovers,True,False
lgbt child,True,False
time loop,True,True
2040s,True,False
housewife,False,True
college student,True,True
stronghold,True,False
female politician,True,True
oriental,False,True
based on tv series,True,True
monsters,True,True
medicine,True,True
shamanism,True,True
voodoo,True,False
passing of time,True,False
mysterious woman,True,False
persecution,True,False
fireworks,True,False
taskmaster,True,False
bank robbery,True,True
spy,True,True
business start-up,True,True
physiognomist,False,True
bribery,True,False
daughter–in–law,True,True
political unrest,True,False
police profiling,False,True
computer nerd,False,True
youtube,True,True
secluded house,False,True
stranger,True,False
schoolgirl uniform,True,False
girls love,True,True
father and daughter,True,False
period drama,True,True
social media influencer,False,True
music documentary,True,False
webcast,True,False
rock band,True,True
tomb,True,False
common man,False,True
espionage,True,True
money,True,True
woman director,True,True
가족,False,True
orphanage,True,False
new love,True,False
neglectful mother,True,False
fake death,False,True
motorcycle,True,False
director,True,True
secondary characters,False,True
family pressure,True,True
religious education,True,False
missing parent,True,False
sports agent,False,True
south korean,True,True
winter,True,True
age change,False,True
vlogger,False,True
haunted hospital,True,False
14th century,True,False
burning,True,False
paranormal,True,False
mother son relationship,True,True
package,True,False
mysterious messages,False,True
insomnia,False,True
breaking the fourth wall,False,True
murder suspect,True,True
married parents,True,False
nature documentary,True,False
communist saboteurs,True,False
cuba,False,True
financial crisis,True,True
detective fiction,True,True
jungle,True,False
radioactive waste,True,False
death in family,True,False
mansion,True,True
isekai,True,False
evil,True,False
yongsan tragedy,True,False
art teacher,False,True
playboy,False,True
police sergeant,True,False
female homosexuality,True,False
surfing,True,True
corporate law,False,True
smugglers,True,False
teenage prostitute,True,False
law professor,True,False
trivia,False,True
snow,True,False
based on webcomic or webtoon,True,True
intern,False,True
gunkanjima,True,False
sinkhole,True,False
documentary,True,False
military camp,False,True
fight,True,True
single mother,True,True
mountaineering,True,False
dictator,True,False
vacation,True,True
male homosexuality,True,False
brown bear,True,False
大逃脱,False,True
mysterious death,False,True
home alone,True,False
video surveillance,True,False
stray dog,True,False
future vision,False,True
covered investigation,True,False
fashion journalist,False,True
magician,False,True
power politics,True,True
ceremony,True,False
loan,True,False
manslaughter,False,True
reporter,True,True
sin,True,False
illegal drugs,True,False
camping,True,False
drug mule,True,False
chef,True,True
revenge porn,True,False
mobile home,True,False
1990s,True,True
school bully,False,True
7th century,True,True
ex-boyfriend,True,True
makeup artist,False,True
sociopath,False,True
korean girl,True,False
child star,True,False
army,True,True
film school,True,False
selflessness,False,True
secondhand bookstore,True,False
undercover operation,False,True
flashback to past,False,True
v-cinema,True,False
asian western,True,False
rich woman poor man,False,True
poor,False,True
demonic possession,True,True
book editor,False,True
feral child,True,False
traditional music,False,True
animal heist,True,False
